location,business_name,position,start_date,end_date,experience,wage,pay_frequency,tips,employment_type,benefits,gender,race,sexuality,notes
Portland,Good Coffee,Director of Hospitality,2014,Current,1,15,Hourly,60,FT,"Free coffee, free coffee for partner, 25% off tea or chai to drink/food/retail products, just began PTO/full healthcare/dental for managers, some benefits for other full-time staff, 401k staff-wide in a month or so ",,,,
Portland,Barista Coffee ,Barista,2019,Current,10,12.5,Hourly,60,FT,"Free coffee, free food. ",,,,
Portland,Heart,Manager,2015,2017,18,26.5,Hourly,60,FT,"PTO (for managers), Fully paid health care, 1 12oz bag of coffee/wk, free branded beanies and totes, 50% off pastries and whole bean",,Caucasian ,,
Portland,Stumptown Coffee,Barista,2019,Current,10,12.5,Hourly,60,FT,"PTO, 401k, health care, massage, shift pastry, free drinks, free beans, FT status at 4 days",,,,
Portland,The Hoxton,Barista,2018,Current,5,15,Hourly,60,FT,"PTO, health care",,,,
Portland,Stumptown Coffee,Barista,2018,Current,2,12.75,Hourly,60,FT,"PTO, healthcare, free bag of coffee, 401k, shift pastry",,,,
San Francisco,Subrosa Coffee,Lead Barista,2018,2019,2,15,Hourly,60,FT,None,,,,
San Francisco,Acre Coffee,Barista,2018,Current,4,14,Hourly,60,PT,None,,,,
San Francisco,Acre Coffee,Coffee Educator,2018,Current,4,18,Hourly,60,PT,None,,,,
San Francisco,Red Berry Coffee Bar,Front of House Manager,2019,Current,5,18,Hourly,60,FT,None,,,,
San Francisco,Modern coffee ,Barista,2018,Current,6,13.8,Hourly,60,PT,None,,,,
San Francisco,Blue Bottle Coffee,Barista,2013,Current,10,18.5,Hourly,60,FT,PTO Health Insurance,,,,
San Francisco,Blue Bottle Coffee,Barista,2018,Current,1,16,Hourly,60,FT,"PTO, medical, dental",,,,
San Francisco,Ritual Coffee,Barista,2015,,5,17.5,Hourly,60,FT,PTO/Sick 401k,,,,
Seattle,Victrola Coffee Roasters,Barista,2017,2019,10,12.5,Hourly,60,PT,401k for full time employees after 1.5 yrs of work,,,,
Seattle,Caffe Ladro,Manager,2018,2019,2,18.75,Hourly,60,FT,"Essentially no benefits, I chose not to pay for health insurance because the minimum cost was more than $400
per month with vision (which I need). Free coffee tho lmao, and I got a discount at the weed store down the street which was necessary!",,,,
Seattle,Victrola Coffee Roasters,Barista,2016,2019,5,13.5,Hourly,60,FT,"Health insurance 80% co pay
401K",,,,
Seattle,Victrola Coffee Roasters,Barista,2019,Current,3.5,12,Hourly,60,PT,"Health insurance, 401k",,,,
Seattle,Coyle’s Bakeshop,Barista,2019,Current,3,13.5,Hourly,60,FT,health insurance. sick days. ,,,,
Seattle,Uptown Espresso,Barista,2015,Current,4,12,Hourly,60,PT,None,,,,
Seattle,El Diablo Coffee Co. ,Barista,2018,Current,4,12.5,Hourly,60,PT,None,,,,
Seattle,Anchorhead Coffee,Shift Supervisor,2018,Current,9,14.25,Hourly,60,FT,None,,,,
Seattle,Sugar Bakery,Shift Leader,2018,2018,3,13,Hourly,60,FT,None,,,,
Seattle,Retreat,Manager,2018,2018,6,20,Hourly,60,FT,None,,,,
Seattle,Victrola Coffee Roasters,Barista,2019,2019,8,12.5,Hourly,60,PT,None,,,,
Seattle,Anchorhead Coffee,Assistant Manager,2017,Current,2,16,Hourly,60,FT,None,,,,
Seattle,Eastlake Cafe,Lead Barista,2019,Current,12,13,Hourly,60,PT,None,,,,
Seattle,Woodland Coffee,Barista,2019,2019,0,12.5,Hourly,60,PT,None,,,,
Seattle,Squirrel Chops,Barista,2017,2018,0,15,Hourly,60,PT,None,,,,
Seattle,Moonshot Coffee,Barista,2018,Current,1,15.5,Hourly,60,PT,"paid vacation, paid holidays, paternity leave, supplemental insurance",,,,
Seattle,Cafe Allegro,Barista,2016,Current,0,,Hourly,60,PT,PTO,,,,
Seattle,Caffe Ladro,Assistant Manager,2019,Current,3,15,Hourly,60,FT,PTO,,,,
Seattle,Burien Press,Barista,2014,Current,0,16,Hourly,60,PT,"PTO,  pre tax medical payments, comp.’d food, paid parental leave, outside position training. ",,,,
Chicago,Infuse Hospitality,Barista,2019,Current,,14.5,Hourly,62,FT,Yes,,,,
New York,Stumptown Coffee,Shift Leader,2018,Current,9,17.18,Hourly,64,FT,"PTO, Health/Dental/Vision, 401k",Male,Caucasian ,Straight,
Seattle,Urban coffee lounge,Supervisor,2017,Current,5,14.25,Hourly,64,FT,"PTO, sick pay, insurance",,,,
Seattle,Narrative Coffee,Barista,2018,Current,0,13.5,Hourly,64,FT,"Sick leave, professional development, support in competition, Coffee, etc...",,,,Often didn't get paid
Dallas Fort Worth,Houndstooth Coffee,Coffee Coach,2016,2017,2,24000,Salary,65,FT,company paid half health for full time,,,,
New York,Ninth Street Espresso,Barista,2018,Current,0,15,Hourly,65,FT,"The employee handbook mentions a company health insurance group, but I do not know anyone who uses it.",Female,Caucasian,Queer,
New York,Everyman Espresso,Shift Leader,2009,2017,0,35000,Salary,65,FT,Two weeks PTO,,,,
Philadelphia,Bloomsday Cafe,Barista,2019,Current,,10,Hourly,65,FT,None,,,,
Philadelphia,La Colombe,Barista,2019,Current,,9,Hourly,65,PT,None,,,,
Portland,Barista,Manager,2013,2019,3,15,Hourly,65,FT,free coffee for myself and my partner,,,,
Seattle,Zetgeist Coffee ,Barista,2019,Current,1,13,Hourly,65,PT,1/2 cost of Kaiser health insurance if working 30+ hrs/week,,,,
Seattle,Bauhaus Strong Coffee,Barista,2018,Current,3,12,Hourly,65,PT,None,,,,
Seattle,Analog Coffee,Barista,,Current,9,13,Hourly,65,PT,None,,,,
Seattle,Woodland Coffee,Barista,2019,Current,10,13.5,Hourly,65,FT,None,,,,
Seattle,Union coffee,Barista,2018,,9,10,Hourly,65,PT,Subsidized transportation. Shift meal ,,,,
"Washington, D.C.",Baked and Wired ,Barista,2010,Current,,15,Hourly,65,FT,None,,,,
Seattle,Mr. West,Coffee Program Lead,2019,Current,8,17.5,Hourly,67,FT,"P.T.O., in store discounts, monthly meal stipend",,,,
Seattle,The Wick,Barista,2018,2019,3,11,Hourly,67.5,PT,None,,,,
Austin,Epoch Coffee,Barista,2019,2019,0,8.5,Hourly,70,FT,"Dental and Vision provided, paid maternity/paternity leave, employee discount",,,,
Austin,Houndstooth Coffee,Shift Leader,2013,2019,0,43000,Salary,70,FT,Insurance for full time leadership,,,,
Austin,Epoch,Barista,2016,Current,5,12,Hourly,70,FT,"PTO, Mat/pat leave, Health/dental/vision, free beverages (self, partner, children/family members), discounts on everything else, intangible and intrinsic value of employee empowerment",,,,
Colorado Springs,Ozo Coffee Company ,Shift Leader,2016,Current,0,12,Hourly,70,FT,"Benefits; 401k, health/dental",,,,
Denver,Amethyst Coffee,Barista,2019,Current,9,12,Hourly,70,FT,"Free coffee, shift meals, discounts and friendship",,,,
Michigan,Commonwealth ,Barista,2016,2017,0,7,Hourly,70,FT,None,,,,
New York,Box Kite,Barista,2019,2019,1,13.5,Hourly,70,PT,None,,,,
Philadelphia,La Colombe,Lead Barista,2015,Current,,12,Hourly,70,FT,"Health care, Commuter pretax, 401k",,,,
Philadelphia,La Colombe,Barista,2015,2017,,12,Hourly,70,FT,"Health care, PTO",,,,
Philadelphia,Nook Bakery & Coffee Bar,Barista,2018,2019,,9.25,Hourly,70,FT,None,,,,
Philadelphia,Chestnut Hill Coffee Co,Barista,2018,Current,,12,Hourly,70,FT,None,,,,
Philadelphia,La Colombe,Barista,2019,Current,,9,Hourly,70,PT,None,,,,
Philadelphia,Elixr,Manager,2013,Current,,41000,Salary,70,FT,None,,,,
Philadelphia,La Colombe,Barista,2017,2019,,9.75,Hourly,70,PT,None,,,,
Philadelphia,La Colombe,Lead Barista,2017,Current,,11,Hourly,70,FT,"PTO, Health care",,,,
Philadelphia,Perks Cafe,Barista,2011,2012,,15,Hourly,70,FT,"Unionized, Health care fully covered, PTO",,,,
Philadelphia,Flannel,Barista,2018,Current,,12,Hourly,70,FT,Yes,,,,
Portland,The Grotto,Operations Manager/Purchasing (Barista),2017,Current,0,18.75,Hourly,70,FT,Free product/schedule flexibility/bonus structure/first dibs the next year,,,,
Portland,Water Avenue Coffee,Barista,2018,Current,2,14.5,Hourly,70,FT,Pto/health plan/free coffee drinks/35% off meals,,,,
San Francisco,Equator Coffee and Teas,Shift Leader,2018,Current,5,16.5,Hourly,70,FT,"fully pay medical, 401k, commuter benefits, can pay for dental",,,,
San Francisco,Highwire Coffee Roasters,Leadership,2016,Current,4,17,Hourly,70,PT,"PTO, health insurance, 401K",,,,
Seattle,Uptown Espresso,Barista,2018,Current,1,13,Hourly,70,PT,None,,,,
Seattle,Westmans,Manager,2018,2019,3.5,14,Hourly,70,FT,Health insurance,,,,
Seattle,Westmans,Barista,2018,2019,3.5,12,Hourly,70,FT,Health insurance ,,,,
Seattle,Seattle Coffee Works,Lead Barista,2014,2016,2,13.5,Hourly,70,FT,"Health/dental, orca card, accrued pto",,,,
Seattle,Fonte,Barista,2017,2017,1,12,Hourly,70,FT,"Insurance, 401k",,,,
Seattle,Caffè Fiorè,Barista,2019,Current,3,16,Hourly,70,FT,None,,,,
Seattle,Cafe zoka,Assistant Manager,2019,Current,19,15,Hourly,70,FT,None,,,,
Seattle,Voxx Coffee,Barista,2014,Current,7,12,Hourly,70,PT,None,,,,
"Washington, D.C.",La Colombe,Lead Barista,2015,Current,,15,Hourly,70,FT,"Health insurance, free drinks, free coffee, pastry per shift",,,Queer,
Chicago,3 Greens Market (Hogsalt),Barista,2018,Current,,14,Hourly,72,PT,None,,,,
New York,Partners Coffee,Assistant Manager,2016,2019,8,18,Hourly,72,FT,"Health insurance, PTO",Male,Caucasian ,Straight,
Seattle,Olympia Coffee,Barista,2019,Current,3,13,Hourly,72,FT,"Paid time off, medical, dental and vision insurance. Ongoing advanced training. Support for competition. Free bag of coffee each week.",,,,
Austin,Summermoon,Shift Leader,2018,2019,0,11.5,Hourly,75,PT,Company Discounts,,,,
New York,Astoria coffee	,Shift Leader,2014,Current,0,67INR,Hourly,75,FT,None,Male,,Straight,No
Philadelphia,P.S. & Co.,Barista,2017,2018,,10,Hourly,75,PT,None,,,,
Portland,Barista,Barista,2017,Current,5,13.5,Hourly,75,FT,Free coffee,,,,
Portland,Stumptown Coffee,Barista,2017,Current,1,13.25,Hourly,75,FT,PTO / Health Care / Free Coffee,,,,
Portland,Back To Eden,Server/Barista,2019,Current,12,12.75,Hourly,75,PT,"PTO, free coffee, shift meal",,,,
Seattle,Vivace,Barista,2014,Current,4,12.5,Hourly,75,PT,Health Insurance (paid by employees),,,,
Seattle,Caffe Ladro,Barista,2017,2018,0,12.5,Hourly,75,PT,None,,,,
Seattle,Caffe Migliore,Barista,2005,Current,19,12.5,Hourly,75,FT,Sick time required by law ,,,,
Portland,Stumptown Coffee,Lead Barista,2017,Current,4,14.5,Hourly,77,PT,"PTO, healthcare, free coffee",,,,
Austin,Caffe Medici,Barista,2019,2019,0,8.29,Hourly,80,FT,Discount on food ,,,,
Austin,Thunderbird ,Shift Leader,2016,2017,1,6.5,Hourly,80,FT,"Made people work at 2 stores that were separate entities so no one was ""full time""",,,,
Austin,Bennu Coffee ,Store Manager,2012,Current,4,14,Hourly,80,FT,Health Insurance,,,,
Chicago,Dollop,Lead Barista,2018,Current,,12,Hourly,80,PT,Unsure,,,,
Denver,Little Owl Coffee Roasters,Barista,2018,Current,1,11.4,Hourly,80,PT,"Quarterly profit sharing, origin trips, free drinks and beans, charitable gift matching, further education opportunities",,,,
Philadelphia,La Colombe,Barista,2019,2019,,9,Hourly,80,PT,None,,,,
Philadelphia,Jittery Joe's,Assistant Manager,2013,Current,,9.25,Hourly,80,FT,None,,,,
Philadelphia,Hungry Pigeon,Barista,2018,Current,,8.5,Hourly,80,FT,"PTO, health care",,,,
Portland,Lantern Coffee Bar and Lounge,Barista,2018,2019,10,10,Hourly,80,FT,Free coffee,,Caucasian ,,
Portland,Kat Kafee Korp,Barista,2014,Current,5,15,Hourly,80,FT,Large amounts of untaxed income!,,,,
Portland,Proud Mary Coffee,Head Barista,2018,Current,4,14,Hourly,80,FT,"Shift meal, ",,,,
Seattle,Vivace,Barista,2018,Current,5,12.5,Hourly,80,PT,Health and dental insurance,,,,
Seattle,Victrola Coffee Roasters,Lead Barista,2018,Current,5,36000,Salary,80,FT,"Insurance, 401k match, sick time",,,,
Seattle,Herkimer Coffee,Barista,2019,Current,5,12,Hourly,80,PT,None,,,,
Seattle,Caffe Vita,Manager,2016,2018,15,17,Hourly,80,FT,PTO / Health Insurance,,,,
Seattle,El Diablo Coffee Co. ,Barista,2018,Current,0,12.5,Hourly,80,FT,PTO,,,,
"Washington, D.C.",Northside Social,Cashier,2018,Current,,11,Hourly,80,FT,Food/beverage,Female,,,
"Washington, D.C.",Spyhouse Coffee roasters,Barista,2015,Current,,10.75,Hourly,80,FT,"Just free prepared drinks initially, later on, I was offered healthcare (which Spyhouse covered half of).",,,Gay,
Austin,Epoch Coffee ,Barista,2018,Current,1.5,9.25,Hourly,85,FT,"PTO, health insurance, LOTS of employee support and empowerment.",,,,
Seattle,Bluebeard Coffee Roasters,Shift Leader,2015,2018,5,20,Hourly,85,FT,"Dope coffee, great pals",,,,
Austin,Texas Coffee Traders,Shift Leader,2015,2019,1,12.5,Hourly,90,FT,"PTO, sick pay, health insurance (full time), free drinks & one meal item per shift, .5 lb bag of coffee each week",,,,
Philadelphia,P.S. & Co.,Server/Barista/FOH,2016,2017,,9,Hourly,90,PT,None,,,,
Philadelphia,P.S. & Co.,Counter Person/Server,2019,Current,,9,Hourly,90,FT,None,,,,
Seattle,Fuel,Barista,2017,2019,2,12.5,Hourly,96,PT,None,,,,
San Francisco,Four Barrel,Barista,2011,2019,4,18,Hourly,100,FT,"Full health/dental/vision, PTO, 401k match, bonuses, travel allowance, pay advances",,,,
San Francisco,Manresa Bread,Shift Leader,2018,Current,0,16,Hourly,100,FT,MB Offered health insurance. I gave them the paperwork but they never processed it. I've been in contact with HR weekly for almost a year. Still without health Care. ,,,,
Seattle,Anchored Ship Coffee Bar,Barista,2018,Current,8,12,Hourly,100,PT,None,,,,
Seattle,Pier Java ,Barista,2015,,2,9.1,Hourly,100,FT,None,,,,left for a job that pays more!  Owner refused to pay OT over 40 hours too! 
Seattle,Paesanos Coffee & Cafe,Barista,2018,Current,10,12,Hourly,100,PT,"Paid time off, sick leave ",,,,
Philadelphia,Luna Cafe,Barista,2017,Current,,7.25,Hourly,110,FT,Health care,,,,
Chicago,Dollop,Barista,2019,2019,,11,Hourly,115,PT,None,,,,
Seattle,Monorail Espresso,Barista,2019,Current,5,15,Hourly,150,PT,"health insurance, sick pay",,,,
Denver,Copper Door Coffee Roasters ,Roaster ,2019,Current,7,25000,Salary,,FT,Free coffee,,,,
San Francisco,RoastCo,Production/Delivery,2016,2018,2,17,Hourly,,PT,None,,,,
Austin,Intelligentsia,Educator ,2019,Current,5,45000,Salary,,FT,"PTO, heath care (dental+vision), paid sick time, 401k, take home bag of coffee/tea weekly, 25% off merch, pastries ",,,,
Philadelphia,Parliament,Barista,2018,Current,,12,Hourly,,FT,After a year,,,,
Philadelphia,URBN Inc.(Jharoka Cafe),Barista,2019,Current,,12,Hourly,,FT,Full benefits,,,,
Philadelphia,Konditori,Barista,2017,2017,,7.25,Hourly,,FT,None,,,,
Philadelphia,Capital One Cafe,Barista,2018,2018,,10,Hourly,,PT,None,,,,
Philadelphia,Barnes & Noble Cafe,Barista,2016,Current,,8.5,Hourly,,PT,Some PTO after 9 months,,,,
Philadelphia,Saxbys,Manager,2018,2019,,45000,Salary,,FT,"Some PTO, health insurance option",,,,
Philadelphia,Starbucks,Team Lead,2015,2016,,11,Hourly,,PT,Yes,,,,
San Francisco,Acre Coffee,Coffee Educator,2016,2018,10,14.5,Hourly,,FT,None,,,,
Seattle,Bargreens coffee company,District Manager,2002,Current,7,28,Hourly,,FT,"Sick time, vacation, car, gas, cell phone",,,,
"Washington, D.C.",Commonwealth Joe,Barista,2016,Current,,22,Hourly,,FT,Healthcare,,,Queer,
Boston,Ula Cafe,Manager,2017,,,42000,Salary,,FT,health insurance (expensive),,,,
Boston,Speedwell Coffee Co.,Head Roaster,2014,Current,3,54600,Salary,,FT,"PTO, retirement with employer contribution",,,,
Boston,Speedwell Coffee Co.,Roaster,2014,Current,1,50400,Salary,,FT,"PTO, retirement with employer contribution ",Female,,Queer,
Boston,Intelligentsia,Manager,2017,,4,60000,Salary,,FT,"Vacation/sick time, healthcare ",,,,
Dallas Fort Worth,Novel Coffee Roasters,Production roaster,2018,2018,4,30000,Salary,,FT,10 days PTO,,,,
Philadelphia,Joe Coffee,Store Manager,2014,2018,,40000,Salary,,FT,Health care,,,,
Philadelphia,Chestnut Hill Coffee Co,Assistant Roaster,2017,2019,,36400,Salary,,FT,PTO (undefined),,,,
Philadelphia,Joe Coffee,General Manager,2018,Current,,50500,Salary,,FT,"PTO, health care",,,,
San Francisco,Blue Bottle Coffee,Trainer,2012,2014,10,48000,Salary,,FT,"3 weeks vacation, 80% coverage health insurance, phone bill covered ",,,,
San Francisco,Peet’s Coffee,Assistant Manager,1997,,0,40000,Salary,,FT,"Health insurance/dental over 21 hours, vacation and sick, 401k, stock options ",,,,
San Francisco,Blue Bottle Coffee,Shift Leader,2018,Current,2,64000,Salary,,FT,"Paid time off, health/dental/vision insurance, commuter benefit",,,,
San Francisco,Four Barrel,Wholesale Director,2013,2017,3,70000,Salary,,FT,"PTO, 100% health coverage, chance of sexual assault. ",,,,
San Francisco,Wrecking Ball Coffee Roasters,Assistance Roaster/Production,2015,2017,5,42000,Salary,,FT,"PTO, Full Coverage Health Insurance, Lots of Pro-Dev",,,,
San Francisco,Equator Coffee and Teas,General Manager,2017,2019,4,59000,Salary,,FT,PTO. Health. Vision. Dental. Commuter benefits. 401k. ,,,,
Boston,Caffe Nero,Shift Leader,2018,Current,0,16,Hourly,,FT,"401k eligibility for all 21+, paid vacation time for full time, option of life/vision/dental/accident insurance for full time. ",,,,
Boston,Draft Coffee Solutions,Production brewer,2019,Current,3,16.5,Hourly,,FT,None,Female,Hispanic or Latinx,Queer,
Boston,Barismo,Roaster,2018,Current,5,16.5,Hourly,,FT,None,Female,,Queer,
Boston,Barismo,Assistant Brewer,2017,Current,0,18,Hourly,,FT,None,,,,
Boston,Recreo Coffee Roasters,Barista,2018,,5,12,Hourly,,FT,None,,,,
Boston,Draft Coffee Solutions,Part time social media manager,2019,Current,5,17,Hourly,,FT,Paid Sick Time,,,Queer,
Boston,Broadsheet,Barista,2017,,9,13,Hourly,,FT,Subsidies for competition costs,,,,
Dallas Fort Worth,Craftwork Coffee Co,Head of Training,2018,Current,8,17.5,Hourly,,FT,7 days PTO,,,,
Dallas Fort Worth,Craftwork Coffee Co,Store Leader,2019,Current,10,,Hourly,,FT,"Partial Reimbursement toward health insurance, 2 weeks paid time off",,,,
"Greenville, NC",Ally Coffee,QC,2016,2017,,35000,Salary,,,"Yes, insurance and PTO",,,,
Michigan,Starbucks,Assistant Store Manager,2018,2018,5,39250,Salary,,FT,"401k/Roth IRA Health,  Vision & Dental, 10 days PTO, Sick days, performance bonus.",,,,
Michigan,People's Food Co-op,Barista,2019,2019,5,10,Hourly,,FT,"Expensive health insurance, bus passes",Non-binary / non-comforming ,Caucasian ,Bisexual,Barely any tips
Michigan,Songbird cafe,Barista,2018,,7,10,Hourly,,FT,None,,,,
Michigan,Beanberry Cafe,Barista,2019,Current,2,12,Hourly,,FT,None,,,,
Michigan,Cultivate,Barista,2015,2015,2,10,Hourly,,PT,,,,,“Tips” were all converted into donations to charity 
New York,Patent Coffee,Manager,2018,Current,5,23.68,Hourly,,FT,$500/month health insurance stipend and accrued sick leave,,,,The $500/month for health insurance stipend was an agreement for me between myself and ownership. I only get ripped out when I’m on the floor for the entire shift.
New York,Joe Coffee,Shift Leader,2012,Current,1,15,Hourly,,PT,"Discounted health insurance premium, sick pay (which is not a benefit but they sure make a big deal of offering it), free tele-counseling services, free weekly yoga, OK I’m stretching here",,,,
New York,Seven Grams,Barista,2017,,20,13,Hourly,,FT,Health,,,,
New York,Starbucks,Supervisor,2016,Current,2,8.55,Hourly,,PT,Health Care . Pto,Male,Caucasian ,Gay,
New York,Joe Coffee,Barista,2018,Current,0,12.5,Hourly,,PT,"Health Insurance and MetroCard help, but benefits are very opaque, I don't know how one qualifies and I don't know anyone who uses them.",,,,"We are underpaid, and our shifts are all scheduled to keep us *just* as part time employees."
New York,Starbucks,Shift Leader,2017,Current,0,15.02,Hourly,,PT,"health insurance, college, PTO, CUP fund, stocks ",Female,Caucasian ,Straight,billionaires shouldn’t exist 
New York,Joe Coffee,Public Educator,2016,Current,0,25,Hourly,,FT,"Health Insurance, free weekly yoga classes",,,,"The health insurance is very minimal, doesn’t include mental health support. "
New York,Joe Coffee,Store Educator,2016,Current,0,15,Hourly,,FT,"Health Insurance, free weekly yoga classes",,,,"The health insurance is very minimal, doesn’t include mental health support. "
New York,Blue Bottle Coffee,General Manager ,2019,Current,6,62000,Salary,,FT,"Health insurance, paid time off, sick pay, 401k matching",Female,Caucasian ,Queer,
New York,Blue Bottle Coffee,General Manager ,2019,Current,6,62000,Salary,,FT,"Health insurance, paid time off, sick pay, 401k matching",Female,Caucasian ,Queer,
New York,Blue Bottle Coffee ,Trainer,2019,2019,7,60500,Salary,,FT,"Health insurance, PTO, sick time, 401k, phone stipend, commuter benefits",,,,Only worked here three months. Excellent job and great coworkers. Another opportunity arose that was a better fit For me to attend more industry events/stay more actively involved in the greater coffee community. 
New York,Starbucks,Shift Supervisor,2018,Current,3,11.5,Hourly,,FT,"Insurance, schooling,",Male,Caucasian ,Straight,Would love to see skills an area added so we can quantify what areas need what
New York,Gregorys Coffee,Director of Coffee,2013,2019,5,72000,Salary,,FT,"medical, metrocard, 15 days PTO",,,,"worked at same company for 5 years before this position; laid off, so this exact position doesn't exist anymore"
New York,Everyman Espresso,Barista,2018,Current,0.5,14,Hourly,,FT,None,Non-binary / non-comforming ,Caucasian ,Queer,
New York,Felix Roasting Company,Barista,2019,2019,4,9,Hourly,,PT,None,,,,
New York,Kobrick Coffee Company,Barista,2019,2019,4,12,Hourly,,PT,None,,,,
New York,Daily Grind,Barista,2017,Current,0,9.25,Hourly,,PT,None,Female,Caucasian ,Straight,i’ve just been promoted to a somewhat manager with no pay raise
New York,Southside Coffee,Barista,2019,Current,4,13,Hourly,,PT,None,,,,this is the first coffee shop i’ve ever liked working at
New York,Stumptown Coffee,Area Manager,2016,Current,10,80000,Salary,,FT,PTO / Health Insurance / 401K,Female,Caucasian ,,
New York,Starbucks,Barista,2017,Current,0,9.51,Hourly,,PT,PTO / Health Insurance / Spotify Premium / 401k,Male,Asian,Straight,
New York,Stumptown Coffee,Senior Lead Barista,2012,Current,4,20,Hourly,,FT,"PTO
Insurance (medical, vision, dental)
401K
Free coffee every week",,,,
New York,Blue Bottle Coffee ,Barista,2017,2018,3,15,Hourly,,FT,"PTO, 401k, health insurance ",Female,Caucasian ,Queer,"No time based raises, very white washed upper management, they’re not involved in the larger coffee community. Not committed to the growth of lower level employees "
New York,Starbucks Reserve Roastery,Barista,2018,2019,5,15.96,Hourly,,FT,"PTO, 401k, insurance",,,,
New York,Bon Appetit Management Company,Barista,2019,Current,3,12,Hourly,,FT,"PTO, every holiday off",Male,Caucasian ,Gay,
New York,Allegro Coffee Roasters,Assistant Roaster,2018,Current,4,20,Hourly,,FT,"PTO, health care, dental, vision",,Asian,Queer,
New York,Stumptown Coffee,Barista,2019,Current,1,15,Hourly,,FT,"PTO, Health including dental and vision",,Caucasian ,Straight,
New York,Starbucks,Barista,2018,2019,1,9.63,Hourly,,PT,"PTO, health insurance, stock, sick time, 401k, free college at ASU for first bachelor's degree",Female,Caucasian ,Pansexual,
New York,Starbucks,Shift Leader,2016,Current,4,22,Hourly,,FT,"PTO, Health, Education",Male,,Straight,
New York,Starbucks,Supervisor,2015,Current,1,20.25,Hourly,,FT,"PTO, HEALTH, SICK PAY, STOCKS",Non-binary / non-comforming ,Hispanic or Latinx,Bisexual,
New York,Starbucks,Supervisor,2015,Current,1,20.25,Hourly,,FT,"PTO, HEALTH, SICK PAY, STOCKS",Non-binary / non-comforming ,Hispanic or Latinx,Bisexual,
New York,Joe Coffee,General Manager ,2019,Current,4,58500,Salary,,FT,"PTO, insurance ",Female,,,
New York,Stumptown Coffee,Educator ,2017,,8,57700,Salary,,FT,"PTO, Insurance, 401k",,Caucasian ,Queer,
New York,Starbucks,Shift Supervisor,2017,Current,0,14.64,Hourly,,FT,"PTO, vacation, health, dental, vision.",Male,Caucasian ,Bisexual,
New York,Marlow and sons,Lead Barista,2018,Current,3,17,Hourly,,PT,Pto/ healthinsurance,Female,Hispanic or Latinx,,
New York,Gregorys Coffee,Barista,2016,2019,0,Not working,Hourly,,FT,"Sick hours, health insurance, pretax metrocard",Female,Hispanic or Latinx,Straight,
New York,Gregorys Coffee,Barista,2014,,3,15.75,Hourly,,FT,Sick leave ,Female,Hispanic or Latinx,Bisexual,
New York,Joe Coffee,Catering Manager,2018,Current,10,14,Hourly,,FT,"Two weeks PTO, health and dental insurance",,,,Feel mostly supported though I have received vague and indirect communication regarding succession and potential for raises/bonuses.
New York,Caffe Panna,Barista,2019,Current,1,16,Hourly,,FT,,,,,Tips not allowed. Given to owner. 
New York,Stumptown Coffee,Shift Leader,2017,Current,3,17.36,Hourly,,FT,,,Caucasian ,Queer,
Philadelphia,Reanimator,Barista,2014,2019,,11.25,Hourly,,PT,Accrued PTO,,,,
Philadelphia,Rival Brothers,Barista,2019,Current,,11.25,Hourly,,PT,None,,,,
Philadelphia,La Colombe,Barista,2018,2019,,9,Hourly,,PT,None,,,,
Philadelphia,Philadelphia Java Company,Barista,2017,2019,,11.5,Hourly,,PT,None,,,,
Philadelphia,La Colombe,Barista,2017,Current,,9.25,Hourly,,PT,None,,,,
Philadelphia,La Colombe,Barista,2016,Current,,10,Hourly,,PT,"Paid sick time, 401k matching, health insurance",,,,
San Francisco,Dolce neve,Field service technician,2018,Current,10,20,Hourly,,FT,Full,,,,
San Francisco,Four Barrel,Manager,2011,2019,4,110000,Salary,,FT,"Full health/dental/vision, PTO, 401k match, bonuses, travel allowance, pay advances",,,,
San Francisco,Four Barrel,Roaster,2011,2019,4,80000,Salary,,FT,"Full health/dental/vision, PTO, 401k match, bonuses, travel allowance, pay advances",,,,
San Francisco,Highwire Coffee ,Roaster,2018,Current,8,18,Hourly,,FT,"Health Insurance, Pretax Commuter Stuff",,,,
San Francisco,Highwire Coffee ,Roaster/Production ,2019,Current,3,18,Hourly,,FT,"Health, pre tax commuter discount",,,,
San Francisco,Moana,Head Barista,2017,Current,1,18,Hourly,,FT,None,,,,
San Francisco,Retrograde Coffee Roasters,Director of Operations / Co-owner,2015,Current,7,50000,Hourly,,FT,None,,,,
San Francisco,Retrograde Coffee Roasters,Manager,2017,Current,1,40000,Hourly,,FT,None,,,,
San Francisco,Chromatic Coffee,Head Roaster,2019,Current,6,20,Hourly,,FT,Paid Sick Time,,,,
San Francisco,Mr. Espresso,Coffee Technician,2016,2018,5,20,Hourly,,FT,PTO / Health Insurance,,,,
San Francisco,Blue Bottle Coffee,Senior Barista,2019,Current,1,17,Hourly,,FT,"Paid time off, health, dental, and vision insurance",,,,
San Francisco,Fellow Products,sales associate,2018,2018,4,16,Hourly,,PT,part time n/a,,,,
San Francisco,Equator Coffee and Teas,Assistant Roaster,2018,Current,7,22,Hourly,,FT,"PTO, full insurance premium, 401k employer contribution",,,,
San Francisco,Equator Coffee and Teas,Production Associate,2019,Current,3,20,Hourly,,FT,"PTO, health, dental, vision, 401k",,,,
San Francisco,Blue Bottle Coffee ,Production Lead,2018,2018,2,17,Hourly,,FT,"PTO, health/dental, 401K, breakroom snacks, commuter discount ",,,,
